week_index,theme,subject,body,product_line,channel,attachment_kb
14,account,[account] Cannot add new seat #305,The admin panel returns an error when we try to add a seat to our subscription. Blocking our release.,Alpha,email,450
3,performance,[performance] Dashboard loads slowly #306,The executive dashboard takes more than twenty seconds to render on Monday mornings. Occurs on latest build only.,Alpha,chat,900
7,how_to,[how_to] Reset SSO for contractor #307,We need steps to reset single sign-on for a contractor who lost device access. Blocking our release.,Alpha,chat,0
14,billing,[billing] Invoice total mismatch #308,The amount charged does not match our purchase order for last cycle. Occurs on latest build only.,Charlie,email,0
8,bug,[bug] Export fails intermittently #309,When exporting CSV over 5k rows the job hangs and eventually times out. Blocking our release.,Alpha,chat,120
2,bug,[bug] Export fails intermittently #310,When exporting CSV over 5k rows the job hangs and eventually times out. Blocking our release.,Alpha,email,450
17,performance,[performance] Dashboard loads slowly #311,The executive dashboard takes more than twenty seconds to render on Monday mornings. Occurs on latest build only.,Alpha,email,0
17,account,[account] Cannot add new seat #312,The admin panel returns an error when we try to add a seat to our subscription. Priority high.,Bravo,email,0
3,account,[account] Cannot add new seat #313,The admin panel returns an error when we try to add a seat to our subscription. Occurs on latest build only.,Alpha,chat,0
7,account,[account] Cannot add new seat #314,The admin panel returns an error when we try to add a seat to our subscription. Priority high.,Bravo,email,120
6,account,[account] Cannot add new seat #315,The admin panel returns an error when we try to add a seat to our subscription. Need guidance by Friday.,Alpha,chat,0
17,account,[account] Cannot add new seat #316,The admin panel returns an error when we try to add a seat to our subscription. Blocking our release.,Charlie,email,0
18,billing,[billing] Invoice total mismatch #317,The amount charged does not match our purchase order for last cycle. Occurs on latest build only.,Bravo,email,0
18,billing,[billing] Invoice total mismatch #318,The amount charged does not match our purchase order for last cycle. Priority high.,Charlie,phone,0
24,bug,[bug] Export fails intermittently #319,When exporting CSV over 5k rows the job hangs and eventually times out. Need guidance by Friday.,Charlie,chat,450
19,how_to,[how_to] Reset SSO for contractor #320,We need steps to reset single sign-on for a contractor who lost device access. Need guidance by Friday.,Charlie,chat,0
8,billing,[billing] Invoice total mismatch #321,The amount charged does not match our purchase order for last cycle. Blocking our release.,Bravo,phone,0
2,performance,[performance] Dashboard loads slowly #322,The executive dashboard takes more than twenty seconds to render on Monday mornings. Need guidance by Friday.,Alpha,email,450
15,performance,[performance] Dashboard loads slowly #323,The executive dashboard takes more than twenty seconds to render on Monday mornings. Need guidance by Friday.,Bravo,chat,120
23,how_to,[how_to] Reset SSO for contractor #324,We need steps to reset single sign-on for a contractor who lost device access. Occurs on latest build only.,Charlie,email,120
25,billing,[billing] Invoice total mismatch #325,The amount charged does not match our purchase order for last cycle. Priority high.,Charlie,email,120
5,bug,[bug] Export fails intermittently #326,When exporting CSV over 5k rows the job hangs and eventually times out. Need guidance by Friday.,Bravo,chat,0
6,billing,[billing] Invoice total mismatch #327,The amount charged does not match our purchase order for last cycle. Priority high.,Alpha,email,0
0,account,[account] Cannot add new seat #328,The admin panel returns an error when we try to add a seat to our subscription. Occurs on latest build only.,Alpha,chat,0
3,how_to,[how_to] Reset SSO for contractor #329,We need steps to reset single sign-on for a contractor who lost device access. Blocking our release.,Alpha,chat,0
14,performance,[performance] Dashboard loads slowly #330,The executive dashboard takes more than twenty seconds to render on Monday mornings. Need guidance by Friday.,Bravo,phone,0
14,bug,[bug] Export fails intermittently #331,When exporting CSV over 5k rows the job hangs and eventually times out. Need guidance by Friday.,Charlie,email,0
9,bug,[bug] Export fails intermittently #332,When exporting CSV over 5k rows the job hangs and eventually times out. Priority high.,Charlie,phone,0
8,bug,[bug] Export fails intermittently #333,When exporting CSV over 5k rows the job hangs and eventually times out. Need guidance by Friday.,Bravo,email,0
21,performance,[performance] Dashboard loads slowly #334,The executive dashboard takes more than twenty seconds to render on Monday mornings. Occurs on latest build only.,Charlie,phone,0
11,performance,[performance] Dashboard loads slowly #335,The executive dashboard takes more than twenty seconds to render on Monday mornings. Need guidance by Friday.,Alpha,chat,0
21,billing,[billing] Invoice total mismatch #336,The amount charged does not match our purchase order for last cycle. Blocking our release.,Alpha,email,0
25,account,[account] Cannot add new seat #337,The admin panel returns an error when we try to add a seat to our subscription. Occurs on latest build only.,Alpha,email,0
8,billing,[billing] Invoice total mismatch #338,The amount charged does not match our purchase order for last cycle. Priority high.,Charlie,chat,0
5,account,[account] Cannot add new seat #339,The admin panel returns an error when we try to add a seat to our subscription. Blocking our release.,Alpha,chat,0
24,billing,[billing] Invoice total mismatch #340,The amount charged does not match our purchase order for last cycle. Occurs on latest build only.,Bravo,email,450
16,bug,[bug] Export fails intermittently #341,When exporting CSV over 5k rows the job hangs and eventually times out. Occurs on latest build only.,Alpha,chat,0
7,performance,[performance] Dashboard loads slowly #342,The executive dashboard takes more than twenty seconds to render on Monday mornings. Occurs on latest build only.,Charlie,phone,0
16,billing,[billing] Invoice total mismatch #343,The amount charged does not match our purchase order for last cycle. Priority high.,Bravo,email,120
13,bug,[bug] Export fails intermittently #344,When exporting CSV over 5k rows the job hangs and eventually times out. Need guidance by Friday.,Charlie,email,0
23,how_to,[how_to] Reset SSO for contractor #345,We need steps to reset single sign-on for a contractor who lost device access. Need guidance by Friday.,Bravo,phone,0
6,bug,[bug] Export fails intermittently #346,When exporting CSV over 5k rows the job hangs and eventually times out. Blocking our release.,Bravo,chat,0
25,performance,[performance] Dashboard loads slowly #347,The executive dashboard takes more than twenty seconds to render on Monday mornings. Need guidance by Friday.,Bravo,email,120
24,performance,[performance] Dashboard loads slowly #348,The executive dashboard takes more than twenty seconds to render on Monday mornings. Blocking our release.,Bravo,email,0
4,account,[account] Cannot add new seat #349,The admin panel returns an error when we try to add a seat to our subscription. Occurs on latest build only.,Alpha,chat,0
4,bug,[bug] Export fails intermittently #350,When exporting CSV over 5k rows the job hangs and eventually times out. Need guidance by Friday.,Alpha,chat,0
13,how_to,[how_to] Reset SSO for contractor #351,We need steps to reset single sign-on for a contractor who lost device access. Need guidance by Friday.,Bravo,email,120
1,billing,[billing] Invoice total mismatch #352,The amount charged does not match our purchase order for last cycle. Blocking our release.,Alpha,chat,450
7,bug,[bug] Export fails intermittently #353,When exporting CSV over 5k rows the job hangs and eventually times out. Blocking our release.,Bravo,email,0
11,billing,[billing] Invoice total mismatch #354,The amount charged does not match our purchase order for last cycle. Priority high.,Bravo,email,0
25,account,[account] Cannot add new seat #355,The admin panel returns an error when we try to add a seat to our subscription. Priority high.,Alpha,email,0
25,account,[account] Cannot add new seat #356,The admin panel returns an error when we try to add a seat to our subscription. Occurs on latest build only.,Alpha,email,0
3,performance,[performance] Dashboard loads slowly #357,The executive dashboard takes more than twenty seconds to render on Monday mornings. Blocking our release.,Charlie,email,0
23,how_to,[how_to] Reset SSO for contractor #358,We need steps to reset single sign-on for a contractor who lost device access. Occurs on latest build only.,Bravo,email,0
2,how_to,[how_to] Reset SSO for contractor #359,We need steps to reset single sign-on for a contractor who lost device access. Occurs on latest build only.,Alpha,email,0
19,how_to,[how_to] Reset SSO for contractor #360,We need steps to reset single sign-on for a contractor who lost device access. Priority high.,Bravo,chat,0
21,how_to,[how_to] Reset SSO for contractor #361,We need steps to reset single sign-on for a contractor who lost device access. Priority high.,Alpha,email,0
23,how_to,[how_to] Reset SSO for contractor #362,We need steps to reset single sign-on for a contractor who lost device access. Blocking our release.,Alpha,chat,0
5,billing,[billing] Invoice total mismatch #363,The amount charged does not match our purchase order for last cycle. Blocking our release.,Alpha,phone,0
23,billing,[billing] Invoice total mismatch #364,The amount charged does not match our purchase order for last cycle. Need guidance by Friday.,Alpha,email,900
3,account,[account] Cannot add new seat #365,The admin panel returns an error when we try to add a seat to our subscription. Need guidance by Friday.,Bravo,chat,900
13,how_to,[how_to] Reset SSO for contractor #366,We need steps to reset single sign-on for a contractor who lost device access. Need guidance by Friday.,Alpha,phone,0
12,account,[account] Cannot add new seat #367,The admin panel returns an error when we try to add a seat to our subscription. Occurs on latest build only.,Bravo,email,0
8,billing,[billing] Invoice total mismatch #368,The amount charged does not match our purchase order for last cycle. Blocking our release.,Charlie,email,900
0,how_to,[how_to] Reset SSO for contractor #369,We need steps to reset single sign-on for a contractor who lost device access. Blocking our release.,Bravo,chat,900
20,billing,[billing] Invoice total mismatch #370,The amount charged does not match our purchase order for last cycle. Need guidance by Friday.,Alpha,phone,0
8,bug,[bug] Export fails intermittently #371,When exporting CSV over 5k rows the job hangs and eventually times out. Need guidance by Friday.,Charlie,email,0
17,billing,[billing] Invoice total mismatch #372,The amount charged does not match our purchase order for last cycle. Priority high.,Charlie,chat,0
10,billing,[billing] Invoice total mismatch #373,The amount charged does not match our purchase order for last cycle. Occurs on latest build only.,Alpha,phone,0
9,account,[account] Cannot add new seat #374,The admin panel returns an error when we try to add a seat to our subscription. Blocking our release.,Charlie,phone,0
23,bug,[bug] Export fails intermittently #375,When exporting CSV over 5k rows the job hangs and eventually times out. Occurs on latest build only.,Alpha,chat,0
2,how_to,[how_to] Reset SSO for contractor #376,We need steps to reset single sign-on for a contractor who lost device access. Priority high.,Bravo,chat,0
19,how_to,[how_to] Reset SSO for contractor #377,We need steps to reset single sign-on for a contractor who lost device access. Blocking our release.,Bravo,chat,0
19,bug,[bug] Export fails intermittently #378,When exporting CSV over 5k rows the job hangs and eventually times out. Need guidance by Friday.,Alpha,chat,450
9,how_to,[how_to] Reset SSO for contractor #379,We need steps to reset single sign-on for a contractor who lost device access. Occurs on latest build only.,Charlie,chat,0
6,billing,[billing] Invoice total mismatch #380,The amount charged does not match our purchase order for last cycle. Need guidance by Friday.,Alpha,email,0
0,account,[account] Cannot add new seat #381,The admin panel returns an error when we try to add a seat to our subscription. Priority high.,Charlie,email,120
24,performance,[performance] Dashboard loads slowly #382,The executive dashboard takes more than twenty seconds to render on Monday mornings. Occurs on latest build only.,Alpha,email,0
24,performance,[performance] Dashboard loads slowly #383,The executive dashboard takes more than twenty seconds to render on Monday mornings. Priority high.,Alpha,chat,900
6,how_to,[how_to] Reset SSO for contractor #384,We need steps to reset single sign-on for a contractor who lost device access. Need guidance by Friday.,Charlie,email,120
0,billing,[billing] Invoice total mismatch #385,The amount charged does not match our purchase order for last cycle. Priority high.,Alpha,phone,0
3,account,[account] Cannot add new seat #386,The admin panel returns an error when we try to add a seat to our subscription. Priority high.,Bravo,email,0
1,bug,[bug] Export fails intermittently #387,When exporting CSV over 5k rows the job hangs and eventually times out. Blocking our release.,Alpha,phone,120
21,billing,[billing] Invoice total mismatch #388,The amount charged does not match our purchase order for last cycle. Need guidance by Friday.,Charlie,email,0
23,bug,[bug] Export fails intermittently #389,When exporting CSV over 5k rows the job hangs and eventually times out. Priority high.,Alpha,chat,0
3,performance,[performance] Dashboard loads slowly #390,The executive dashboard takes more than twenty seconds to render on Monday mornings. Occurs on latest build only.,Alpha,chat,0
19,performance,[performance] Dashboard loads slowly #391,The executive dashboard takes more than twenty seconds to render on Monday mornings. Blocking our release.,Bravo,chat,0
4,performance,[performance] Dashboard loads slowly #392,The executive dashboard takes more than twenty seconds to render on Monday mornings. Blocking our release.,Charlie,chat,120
9,performance,[performance] Dashboard loads slowly #393,The executive dashboard takes more than twenty seconds to render on Monday mornings. Priority high.,Bravo,chat,0
15,billing,[billing] Invoice total mismatch #394,The amount charged does not match our purchase order for last cycle. Need guidance by Friday.,Charlie,chat,0
18,account,[account] Cannot add new seat #395,The admin panel returns an error when we try to add a seat to our subscription. Need guidance by Friday.,Alpha,chat,0
22,how_to,[how_to] Reset SSO for contractor #396,We need steps to reset single sign-on for a contractor who lost device access. Need guidance by Friday.,Alpha,email,0
1,how_to,[how_to] Reset SSO for contractor #397,We need steps to reset single sign-on for a contractor who lost device access. Occurs on latest build only.,Alpha,chat,120
5,billing,[billing] Invoice total mismatch #398,The amount charged does not match our purchase order for last cycle. Occurs on latest build only.,Charlie,email,0
7,account,[account] Cannot add new seat #399,The admin panel returns an error when we try to add a seat to our subscription. Occurs on latest build only.,Bravo,chat,0
8,bug,[bug] Export fails intermittently #400,When exporting CSV over 5k rows the job hangs and eventually times out. Priority high.,Alpha,phone,0
25,billing,[billing] Invoice total mismatch #401,The amount charged does not match our purchase order for last cycle. Need guidance by Friday.,Charlie,chat,0
20,how_to,[how_to] Reset SSO for contractor #402,We need steps to reset single sign-on for a contractor who lost device access. Blocking our release.,Charlie,email,120
8,billing,[billing] Invoice total mismatch #403,The amount charged does not match our purchase order for last cycle. Need guidance by Friday.,Bravo,email,0
25,billing,[billing] Invoice total mismatch #404,The amount charged does not match our purchase order for last cycle. Occurs on latest build only.,Charlie,email,450
12,performance,[performance] Dashboard loads slowly #405,The executive dashboard takes more than twenty seconds to render on Monday mornings. Blocking our release.,Charlie,chat,0
13,bug,[bug] Export fails intermittently #406,When exporting CSV over 5k rows the job hangs and eventually times out. Occurs on latest build only.,Charlie,phone,0
11,account,[account] Cannot add new seat #407,The admin panel returns an error when we try to add a seat to our subscription. Need guidance by Friday.,Alpha,email,0
3,bug,[bug] Export fails intermittently #408,When exporting CSV over 5k rows the job hangs and eventually times out. Blocking our release.,Charlie,chat,0
24,performance,[performance] Dashboard loads slowly #409,The executive dashboard takes more than twenty seconds to render on Monday mornings. Priority high.,Alpha,email,0
0,how_to,[how_to] Reset SSO for contractor #410,We need steps to reset single sign-on for a contractor who lost device access. Occurs on latest build only.,Charlie,chat,0
4,performance,[performance] Dashboard loads slowly #411,The executive dashboard takes more than twenty seconds to render on Monday mornings. Blocking our release.,Charlie,email,0
5,how_to,[how_to] Reset SSO for contractor #412,We need steps to reset single sign-on for a contractor who lost device access. Blocking our release.,Alpha,phone,0
7,how_to,[how_to] Reset SSO for contractor #413,We need steps to reset single sign-on for a contractor who lost device access. Need guidance by Friday.,Bravo,email,0
3,account,[account] Cannot add new seat #414,The admin panel returns an error when we try to add a seat to our subscription. Need guidance by Friday.,Bravo,email,450
0,bug,[bug] Export fails intermittently #415,When exporting CSV over 5k rows the job hangs and eventually times out. Need guidance by Friday.,Charlie,email,0
17,billing,[billing] Invoice total mismatch #416,The amount charged does not match our purchase order for last cycle. Priority high.,Charlie,chat,0
25,performance,[performance] Dashboard loads slowly #417,The executive dashboard takes more than twenty seconds to render on Monday mornings. Need guidance by Friday.,Charlie,email,450
3,performance,[performance] Dashboard loads slowly #418,The executive dashboard takes more than twenty seconds to render on Monday mornings. Blocking our release.,Alpha,chat,120
7,billing,[billing] Invoice total mismatch #419,The amount charged does not match our purchase order for last cycle. Need guidance by Friday.,Bravo,chat,0
13,how_to,[how_to] Reset SSO for contractor #420,We need steps to reset single sign-on for a contractor who lost device access. Priority high.,Alpha,email,0
24,account,[account] Cannot add new seat #421,The admin panel returns an error when we try to add a seat to our subscription. Priority high.,Bravo,email,0
18,performance,[performance] Dashboard loads slowly #422,The executive dashboard takes more than twenty seconds to render on Monday mornings. Priority high.,Charlie,email,0
19,account,[account] Cannot add new seat #423,The admin panel returns an error when we try to add a seat to our subscription. Occurs on latest build only.,Bravo,email,0
15,how_to,[how_to] Reset SSO for contractor #424,We need steps to reset single sign-on for a contractor who lost device access. Priority high.,Bravo,email,900
10,performance,[performance] Dashboard loads slowly #425,The executive dashboard takes more than twenty seconds to render on Monday mornings. Priority high.,Charlie,chat,450
5,bug,[bug] Export fails intermittently #426,When exporting CSV over 5k rows the job hangs and eventually times out. Priority high.,Charlie,email,0
22,account,[account] Cannot add new seat #427,The admin panel returns an error when we try to add a seat to our subscription. Priority high.,Bravo,email,0
20,bug,[bug] Export fails intermittently #428,When exporting CSV over 5k rows the job hangs and eventually times out. Priority high.,Alpha,chat,120
0,performance,[performance] Dashboard loads slowly #429,The executive dashboard takes more than twenty seconds to render on Monday mornings. Occurs on latest build only.,Charlie,email,0
18,bug,[bug] Export fails intermittently #430,When exporting CSV over 5k rows the job hangs and eventually times out. Blocking our release.,Bravo,chat,450
2,how_to,[how_to] Reset SSO for contractor #431,We need steps to reset single sign-on for a contractor who lost device access. Blocking our release.,Charlie,phone,450
19,performance,[performance] Dashboard loads slowly #432,The executive dashboard takes more than twenty seconds to render on Monday mornings. Blocking our release.,Charlie,chat,0
21,how_to,[how_to] Reset SSO for contractor #433,We need steps to reset single sign-on for a contractor who lost device access. Blocking our release.,Alpha,email,0
3,account,[account] Cannot add new seat #434,The admin panel returns an error when we try to add a seat to our subscription. Priority high.,Alpha,phone,0
11,bug,[bug] Export fails intermittently #435,When exporting CSV over 5k rows the job hangs and eventually times out. Priority high.,Charlie,chat,0
3,performance,[performance] Dashboard loads slowly #436,The executive dashboard takes more than twenty seconds to render on Monday mornings. Priority high.,Charlie,email,0
14,bug,[bug] Export fails intermittently #437,When exporting CSV over 5k rows the job hangs and eventually times out. Blocking our release.,Alpha,phone,0
24,how_to,[how_to] Reset SSO for contractor #438,We need steps to reset single sign-on for a contractor who lost device access. Need guidance by Friday.,Alpha,chat,0
2,bug,[bug] Export fails intermittently #439,When exporting CSV over 5k rows the job hangs and eventually times out. Priority high.,Bravo,chat,0
10,billing,[billing] Invoice total mismatch #440,The amount charged does not match our purchase order for last cycle. Occurs on latest build only.,Charlie,email,0
25,billing,[billing] Invoice total mismatch #441,The amount charged does not match our purchase order for last cycle. Need guidance by Friday.,Alpha,email,0
7,performance,[performance] Dashboard loads slowly #442,The executive dashboard takes more than twenty seconds to render on Monday mornings. Occurs on latest build only.,Bravo,email,0
3,performance,[performance] Dashboard loads slowly #443,The executive dashboard takes more than twenty seconds to render on Monday mornings. Blocking our release.,Bravo,email,0
12,performance,[performance] Dashboard loads slowly #444,The executive dashboard takes more than twenty seconds to render on Monday mornings. Need guidance by Friday.,Charlie,email,450
13,billing,[billing] Invoice total mismatch #445,The amount charged does not match our purchase order for last cycle. Need guidance by Friday.,Alpha,email,0
17,bug,[bug] Export fails intermittently #446,When exporting CSV over 5k rows the job hangs and eventually times out. Need guidance by Friday.,Charlie,phone,0
8,billing,[billing] Invoice total mismatch #447,The amount charged does not match our purchase order for last cycle. Priority high.,Charlie,email,0
24,performance,[performance] Dashboard loads slowly #448,The executive dashboard takes more than twenty seconds to render on Monday mornings. Need guidance by Friday.,Alpha,phone,0
13,account,[account] Cannot add new seat #449,The admin panel returns an error when we try to add a seat to our subscription. Blocking our release.,Charlie,chat,0
7,bug,[bug] Export fails intermittently #450,When exporting CSV over 5k rows the job hangs and eventually times out. Priority high.,Charlie,phone,0
24,performance,[performance] Dashboard loads slowly #451,The executive dashboard takes more than twenty seconds to render on Monday mornings. Blocking our release.,Alpha,chat,0
24,billing,[billing] Invoice total mismatch #452,The amount charged does not match our purchase order for last cycle. Occurs on latest build only.,Alpha,email,0
12,bug,[bug] Export fails intermittently #453,When exporting CSV over 5k rows the job hangs and eventually times out. Priority high.,Alpha,email,450
0,billing,[billing] Invoice total mismatch #454,The amount charged does not match our purchase order for last cycle. Blocking our release.,Alpha,phone,900
15,bug,[bug] Export fails intermittently #455,When exporting CSV over 5k rows the job hangs and eventually times out. Occurs on latest build only.,Alpha,chat,0
14,performance,[performance] Dashboard loads slowly #456,The executive dashboard takes more than twenty seconds to render on Monday mornings. Priority high.,Charlie,email,0
3,account,[account] Cannot add new seat #457,The admin panel returns an error when we try to add a seat to our subscription. Need guidance by Friday.,Alpha,chat,900
16,billing,[billing] Invoice total mismatch #458,The amount charged does not match our purchase order for last cycle. Need guidance by Friday.,Charlie,chat,900
21,how_to,[how_to] Reset SSO for contractor #459,We need steps to reset single sign-on for a contractor who lost device access. Blocking our release.,Charlie,email,450
2,performance,[performance] Dashboard loads slowly #460,The executive dashboard takes more than twenty seconds to render on Monday mornings. Need guidance by Friday.,Bravo,email,0
18,account,[account] Cannot add new seat #461,The admin panel returns an error when we try to add a seat to our subscription. Need guidance by Friday.,Charlie,email,0
3,how_to,[how_to] Reset SSO for contractor #462,We need steps to reset single sign-on for a contractor who lost device access. Occurs on latest build only.,Alpha,email,0
19,bug,[bug] Export fails intermittently #463,When exporting CSV over 5k rows the job hangs and eventually times out. Occurs on latest build only.,Charlie,phone,0
10,how_to,[how_to] Reset SSO for contractor #464,We need steps to reset single sign-on for a contractor who lost device access. Need guidance by Friday.,Alpha,email,0
0,bug,[bug] Export fails intermittently #465,When exporting CSV over 5k rows the job hangs and eventually times out. Priority high.,Bravo,chat,0
25,account,[account] Cannot add new seat #466,The admin panel returns an error when we try to add a seat to our subscription. Occurs on latest build only.,Bravo,chat,0
4,bug,[bug] Export fails intermittently #467,When exporting CSV over 5k rows the job hangs and eventually times out. Need guidance by Friday.,Alpha,phone,120
15,performance,[performance] Dashboard loads slowly #468,The executive dashboard takes more than twenty seconds to render on Monday mornings. Blocking our release.,Charlie,phone,0
4,billing,[billing] Invoice total mismatch #469,The amount charged does not match our purchase order for last cycle. Need guidance by Friday.,Charlie,email,0
24,bug,[bug] Export fails intermittently #470,When exporting CSV over 5k rows the job hangs and eventually times out. Priority high.,Alpha,email,0
19,account,[account] Cannot add new seat #471,The admin panel returns an error when we try to add a seat to our subscription. Need guidance by Friday.,Bravo,chat,120
20,performance,[performance] Dashboard loads slowly #472,The executive dashboard takes more than twenty seconds to render on Monday mornings. Occurs on latest build only.,Bravo,email,0
11,how_to,[how_to] Reset SSO for contractor #473,We need steps to reset single sign-on for a contractor who lost device access. Blocking our release.,Bravo,email,0
12,account,[account] Cannot add new seat #474,The admin panel returns an error when we try to add a seat to our subscription. Priority high.,Alpha,email,120
16,performance,[performance] Dashboard loads slowly #475,The executive dashboard takes more than twenty seconds to render on Monday mornings. Priority high.,Charlie,chat,0
20,bug,[bug] Export fails intermittently #476,When exporting CSV over 5k rows the job hangs and eventually times out. Occurs on latest build only.,Charlie,chat,0
22,how_to,[how_to] Reset SSO for contractor #477,We need steps to reset single sign-on for a contractor who lost device access. Blocking our release.,Bravo,chat,0
0,how_to,[how_to] Reset SSO for contractor #478,We need steps to reset single sign-on for a contractor who lost device access. Priority high.,Alpha,chat,0
17,performance,[performance] Dashboard loads slowly #479,The executive dashboard takes more than twenty seconds to render on Monday mornings. Need guidance by Friday.,Alpha,email,900
2,bug,[bug] Export fails intermittently #480,When exporting CSV over 5k rows the job hangs and eventually times out. Priority high.,Alpha,email,0
7,bug,[bug] Export fails intermittently #481,When exporting CSV over 5k rows the job hangs and eventually times out. Need guidance by Friday.,Charlie,chat,450
21,account,[account] Cannot add new seat #482,The admin panel returns an error when we try to add a seat to our subscription. Occurs on latest build only.,Alpha,email,0
6,account,[account] Cannot add new seat #483,The admin panel returns an error when we try to add a seat to our subscription. Blocking our release.,Bravo,phone,450
20,performance,[performance] Dashboard loads slowly #484,The executive dashboard takes more than twenty seconds to render on Monday mornings. Blocking our release.,Bravo,phone,0
12,account,[account] Cannot add new seat #485,The admin panel returns an error when we try to add a seat to our subscription. Blocking our release.,Alpha,chat,0
6,performance,[performance] Dashboard loads slowly #486,The executive dashboard takes more than twenty seconds to render on Monday mornings. Blocking our release.,Charlie,email,0
8,performance,[performance] Dashboard loads slowly #487,The executive dashboard takes more than twenty seconds to render on Monday mornings. Blocking our release.,Bravo,email,0
13,performance,[performance] Dashboard loads slowly #488,The executive dashboard takes more than twenty seconds to render on Monday mornings. Priority high.,Charlie,email,0
19,how_to,[how_to] Reset SSO for contractor #489,We need steps to reset single sign-on for a contractor who lost device access. Occurs on latest build only.,Bravo,email,0
15,how_to,[how_to] Reset SSO for contractor #490,We need steps to reset single sign-on for a contractor who lost device access. Occurs on latest build only.,Charlie,phone,0
24,bug,[bug] Export fails intermittently #491,When exporting CSV over 5k rows the job hangs and eventually times out. Occurs on latest build only.,Charlie,chat,0
22,performance,[performance] Dashboard loads slowly #492,The executive dashboard takes more than twenty seconds to render on Monday mornings. Need guidance by Friday.,Charlie,chat,120
19,bug,[bug] Export fails intermittently #493,When exporting CSV over 5k rows the job hangs and eventually times out. Priority high.,Bravo,chat,0
15,bug,[bug] Export fails intermittently #494,When exporting CSV over 5k rows the job hangs and eventually times out. Occurs on latest build only.,Alpha,chat,0
7,how_to,[how_to] Reset SSO for contractor #495,We need steps to reset single sign-on for a contractor who lost device access. Priority high.,Alpha,email,0
10,bug,[bug] Export fails intermittently #496,When exporting CSV over 5k rows the job hangs and eventually times out. Occurs on latest build only.,Bravo,chat,0
3,billing,[billing] Invoice total mismatch #497,The amount charged does not match our purchase order for last cycle. Priority high.,Alpha,email,0
9,performance,[performance] Dashboard loads slowly #498,The executive dashboard takes more than twenty seconds to render on Monday mornings. Need guidance by Friday.,Charlie,chat,0
24,account,[account] Cannot add new seat #499,The admin panel returns an error when we try to add a seat to our subscription. Priority high.,Bravo,phone,120
11,billing,[billing] Invoice total mismatch #500,The amount charged does not match our purchase order for last cycle. Occurs on latest build only.,Bravo,chat,0
2,billing,[billing] Invoice total mismatch #501,The amount charged does not match our purchase order for last cycle. Priority high.,Charlie,email,0
16,bug,[bug] Export fails intermittently #502,When exporting CSV over 5k rows the job hangs and eventually times out. Occurs on latest build only.,Charlie,chat,0
25,performance,[performance] Dashboard loads slowly #503,The executive dashboard takes more than twenty seconds to render on Monday mornings. Occurs on latest build only.,Alpha,email,0
22,performance,[performance] Dashboard loads slowly #504,The executive dashboard takes more than twenty seconds to render on Monday mornings. Blocking our release.,Alpha,phone,450
7,billing,[billing] Invoice total mismatch #505,The amount charged does not match our purchase order for last cycle. Need guidance by Friday.,Bravo,chat,0
11,performance,[performance] Dashboard loads slowly #506,The executive dashboard takes more than twenty seconds to render on Monday mornings. Blocking our release.,Alpha,chat,0
13,billing,[billing] Invoice total mismatch #507,The amount charged does not match our purchase order for last cycle. Priority high.,Alpha,email,0
6,bug,[bug] Export fails intermittently #508,When exporting CSV over 5k rows the job hangs and eventually times out. Occurs on latest build only.,Bravo,chat,120
6,account,[account] Cannot add new seat #509,The admin panel returns an error when we try to add a seat to our subscription. Need guidance by Friday.,Bravo,phone,0
6,billing,[billing] Invoice total mismatch #510,The amount charged does not match our purchase order for last cycle. Priority high.,Charlie,chat,0
25,billing,[billing] Invoice total mismatch #511,The amount charged does not match our purchase order for last cycle. Priority high.,Charlie,email,0
19,how_to,[how_to] Reset SSO for contractor #512,We need steps to reset single sign-on for a contractor who lost device access. Priority high.,Alpha,email,0
21,performance,[performance] Dashboard loads slowly #513,The executive dashboard takes more than twenty seconds to render on Monday mornings. Blocking our release.,Bravo,phone,0
21,account,[account] Cannot add new seat #514,The admin panel returns an error when we try to add a seat to our subscription. Occurs on latest build only.,Bravo,email,120
24,account,[account] Cannot add new seat #515,The admin panel returns an error when we try to add a seat to our subscription. Blocking our release.,Alpha,email,0
2,billing,[billing] Invoice total mismatch #516,The amount charged does not match our purchase order for last cycle. Blocking our release.,Charlie,chat,0
22,billing,[billing] Invoice total mismatch #517,The amount charged does not match our purchase order for last cycle. Occurs on latest build only.,Charlie,email,0
1,performance,[performance] Dashboard loads slowly #518,The executive dashboard takes more than twenty seconds to render on Monday mornings. Need guidance by Friday.,Alpha,email,0
12,bug,[bug] Export fails intermittently #519,When exporting CSV over 5k rows the job hangs and eventually times out. Priority high.,Bravo,email,0
15,account,[account] Cannot add new seat #520,The admin panel returns an error when we try to add a seat to our subscription. Occurs on latest build only.,Bravo,chat,0
9,performance,[performance] Dashboard loads slowly #521,The executive dashboard takes more than twenty seconds to render on Monday mornings. Occurs on latest build only.,Alpha,email,0
3,billing,[billing] Invoice total mismatch #522,The amount charged does not match our purchase order for last cycle. Occurs on latest build only.,Bravo,email,0
4,performance,[performance] Dashboard loads slowly #523,The executive dashboard takes more than twenty seconds to render on Monday mornings. Need guidance by Friday.,Charlie,chat,0
21,billing,[billing] Invoice total mismatch #524,The amount charged does not match our purchase order for last cycle. Blocking our release.,Bravo,phone,0
8,bug,[bug] Export fails intermittently #525,When exporting CSV over 5k rows the job hangs and eventually times out. Occurs on latest build only.,Charlie,email,0
